marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,23978267,R29WF6X3JVWMTD,B00E0EHN8Y,127039835,"Choice Organic Immunity Support Wellness Tea, Shiitake Maté, 6 Count",Grocery,5,1,4,N,Y,Amazing!,"I had h. Pylori and had to take 3 different antibiotics. As you can imagine, all of that wreaked havoc in my stomach. This tea has helped me tremendously. It helps with nausea, indigestion, and even minimizes heart burn. I drink a cup after every meal.",2015-08-24
US,38621066,R1JAJQC8TZE2BG,B001EQ516C,19055342,"California Rice Oil Company Oil Rice Bran, 25.4-Ounce Units (Pack of 3)",Grocery,5,0,1,N,Y,Five Stars,"Wonderful product, delivery was flawless.",2015-08-31
US,29312108,R3PZ2FYPURR3XA,B0001IOSDQ,662385241,"NOH Chinese Barbecue (Char Siu), 2.5-Ounce Packet, (Pack of 12)",Grocery,5,0,0,N,Y,"Excellent choice, you won't be sorry","Excellent, came as close as I think you can come to the &#34;real&#34; chinese bbq ribs at a restaurant. I will be ordering more",2015-08-25
US,36102668,R3QM0IKKIPRD38,B00UHNCB4I,695726479,"Mott's Snack & Go Applesauce, Strawberry Ba-Na-Na!, 3.2 Ounce Pouches (Pack of 4)",Grocery,1,0,0,N,N,One Star,Second ingredient is high fructose corn syrup,2015-08-25
US,24869181,R3EBXCULSLPQER,B002RDLFDY,258206668,4oz Popcorn Packets - Perfect Portion Packs For 4 oz Popcorn Maker Machine Popper - Case of 24,Grocery,2,0,1,N,Y,I was quite disappointed with this purchase,"I was quite disappointed with this purchase. The concept is awesome and it taste great- however, the oil has hardened up. Therefore, I am required to microwave the package prior to using it in order to get the oil to soften. Probably would recommend this or purchase it again.",2015-08-25
US,43749015,R19XGFDHA2TXUW,B00IVT3LVM,354147905,"Mad Monkey Coffee Capsules, 48 Count",Grocery,5,1,1,N,Y,perfect for me,"I'm no bold coffee expert, but I love this coffee. Price is great. I was using pikes place medium roast Starbucks k cups. For me, this puts that to shame. I like bold coffee because I use a lot of creamer but still want that strong coffee taste. This gives me that. I could imagine without creamer it would most definitely be bold but with the creamer it's a perfect strong medium flavor. I look forward to my cup every morning",2015-08-21
US,42489718,R1NZ0UL2K99WF3,B00IX3SY3Q,682061619,Lindt Lindor Truffles 60% Extra Dark Chocolate,Grocery,5,0,0,N,Y,Girlfriend loved them,Got them for my girlfriend and she enjoyed them.  If she's happy then I'm happy.,2015-08-31
US,15302619,R1AD9IIUBWQXHT,B004OT50IA,353170399,Snack Pack Pudding 36 Cups 18 Chocolate/18 Chocolate & Vanilla,Grocery,4,0,1,N,Y,I think the quality control could be better. Or they are not advertised as what they ...,"Someone else wrote that the pack they got was half chocolate cups and half vanilla instead of half chocolate cups and half vanilla & chocolate. I've ordered these twice. The first time I got them as advertised, half the servings chocolate and half chocolate & vanilla. The second time I got them they were half chocolate servings and half vanilla servings. I think the quality control could be better. Or they are not advertised as what they are. Or they change their minds on what they are. Nevertheless, they taste pretty good and are only about 100 calories.",2015-08-30
US,15054474,RJFS3XGVLHDM4,B00PEQZXSY,812057321,X-Mode Energy Shots on Tap,Grocery,5,1,1,N,Y,... as strong as 5 hr energy but still works great,Not as strong as 5 hr energy but still works great,2015-08-28
US,49598970,R2KCNKS22FM1KQ,B00D8YLMW0,662793577,"Lancaster Soft Creme Candy, 4 Ounce (Pack of 8)",Grocery,4,0,0,Y,N,"Soft and chewy, savory sweet treat","If you're a caramel lover, you're going to like this. This creamy, soft and chewy candy is yummy. The added vanilla is a nice touch. It really enhances the caramel creme favor and makes it a truly savory treat. The only issue I have is that it may be a tad too soft and sticks to your teeth often. It is also high in sugar (20g per serving and 2.5 servings per bag). All in all, this is a savory treat, great for a comforting moment every now and then.",2015-08-29
US,37191854,R1JCR2FJGXJZGB,B00QFPP6YE,198826197,"Yankee Traders Brand, Rainbow Assorted Whole Peppercorns ~ 1/2 Pound Bag",Grocery,4,1,1,N,Y,Four Stars,"Product is what I expected, however it consists of 70% black peppercorns",2015-08-29
US,32806821,R1DG62K02FXRD6,B000CQE3IC,923648039,Slim Jim Snack Sticks,Grocery,4,0,0,N,Y,A great lunch box treat,A great lunch box treat.  I also carry in my purse for when my kids get the munchies.  Much better than driving though a fast food restaurant or stopping a a gas station for a treat.,2015-08-25
US,22170165,R2DGZT5IBVT519,B00CNW8KU0,570478581,Yehuda Gluten Free Matzo-Style Squares 10.5 oz,Grocery,1,0,0,N,Y,matzo flakes,box is paper thin and product inside in plastic bag comes smashed to small pieces.  there where no whole boards of matzo .,2015-08-29
US,33677032,R86WZU1KJ7DBO,B00GEG40NM,801144915,"Bigelow Mixed Decaf Teas, 120 Count",Grocery,5,0,0,N,Y,Good buy,These are as good as can be expected from boxed teabags.,2015-08-25
US,30691864,R22G8S3KBVVSJI,B00028MORC,657037677,"Choice Organic Teas, 16-Count Tea Bags (Pack of 6)",Grocery,5,0,0,N,Y,"For me the flavor is excellent, and adds variety to my at home tea ...","Arrived as expected. For me the flavor is excellent, and adds variety to my at home tea choices.",2015-08-23
US,52112241,R37L7MOAB3O917,B00DVMBIA0,10954281,"Rademaker Hopjes Coffee Candy, 2 lb Bag in a BlackTie Box",Grocery,5,0,0,N,Y,delicious coffee taste,"has a real taste, not manufactured .. .",2015-08-18
US,5497927,RBBXGTG6IKXWM,B004B9T82W,494807476,Hershey's Nuggets Chocolates Assortment,Grocery,5,0,0,N,Y,Five Stars,Excellent Chocolates! very affordable,2015-08-23
US,45398548,R2I8A9EG0JOT3J,B0001SVZGE,7556694,Barrys Gold 80 Tea Bags.,Grocery,5,0,0,N,Y,Irish tea,Love this tea.  First drank it on Ireland.,2015-08-20
US,43213771,R31RT0AGGZU7A0,B003P7ZMXA,782573293,"Wonderful Pistachios, Roasted and Salted, 32-oz. Bag",Grocery,1,1,1,N,Y,Over roasted,Last I bought was over roasted.,2015-08-23
US,35738495,R3MK9ISA3TCKRH,B00112EMVO,226041079,"Dilmah Premium 100% Pure Ceylon Tea, 50-Count Tea Bags (Pack of 6)",Grocery,5,1,1,N,Y,"Very tasty tea, great price!","Really love the flavor of pure Ceylon tea, and Dilmah Ceylon tea tastes like pure mellow Ceylon.  This was better than most other Ceylon teas available in the USA.  Excellent price for such great tasting tea.  Highly recommended for those who like Ceylon teas and appreciate a good deal.  Enjoyed the insert describing the company.  Tasty hot or cold. Nice with milk and sugar.  Thank You Dilmah!",2015-08-18
US,16262349,RDBP88SNXBZ8I,B003PPAS9K,876807137,Ortiz Bonito Del Norte Tuna In Olive OIl 3.95 oz Oval Tin (Spain) 12 pack,Grocery,4,0,1,N,Y,Four Stars,Nice tuna but pricey for the amount you get.,2015-08-29
US,19952657,R22LY3HO8NTRUR,B008RWULIE,81272795,KIND Healthy Grains Granola Clusters,Grocery,5,1,1,N,Y,Taste Good and has extra benefits,"I am always looking for healthy foods that not only taste good but provide an added benefit. This granola has a great texture from the quinoa and chia seed and isn't too sweet. However, the real benefit that I get from the granola is that it makes me &#34;regular&#34;. I often go up to 2 weeks without having a bowel movement. But, I have found that if I incorporate one serving of this yummy goodness into my daily regimen my colon functions as a normal person's does. Who could ask for more?",2015-08-24
US,26172083,R11BAE0NHXM1JF,B00JRSYTR6,339495597,"Huy Fong, Sriracha Hot Chili Sauce, 9 Ounce Bottle",Grocery,2,0,0,N,Y,Two Stars,Seems a bit overpriced for such a small bottle. The larger ones are about the same price,2015-08-25
US,29423531,R21ESIPP6UZQ0U,B00H5DTAXS,678739910,Joyfuel Organic Raw Cacao/Cocoa Powder Unsweetened,Grocery,5,0,0,N,Y,Five Stars,It's delicious and I add it to my smoothies everyday. Shipped fast and was here in two days.,2015-08-20
US,38252448,RWPSIMD4KV218,B0051SU0OW,980285722,"Ekobrew Coffee Reusable Filter, Small, Violet",Grocery,5,0,0,N,Y,Five Stars,easy to use and clean and reuse,2015-08-25
US,9990696,R3FGOABUZZCTMC,B00JJ6UYMA,658357254,"THE BETTER CHIP CHIP SPNCH & KALE W SEA S, 6.4 OZ",Grocery,3,0,0,N,Y,"ok chip, not a good price for size","Not a bad chip, but barely any spinach or kale flavor, mostly corn flavor.  They make a really good jalapeño chip that I highly recommend but I won't buy this one again.  And fortunately I found a local seller, because 8.75 for a 6.4oz bag is not a good price.",2015-08-21
US,35734784,R306E4FXVY98T9,B00HJEB4W8,869317080,M&Ms Red Velvet Milk Chocolate Candy 9.90 Oz (2 Pack),Grocery,5,0,0,N,Y,Love the Red Velvet M&Ms and will order more later.,My son loved the Red Velvet M&Ms and wanted more but told him he would have to wait or order his own.,2015-08-20
US,18875604,R3S7FE3MA8CO4I,B000F3S6JY,500204416,"Knorr Aromat Seasoning, 3 Ounce (Pack of 12)",Grocery,5,0,0,N,Y,loved it!,Hard to find in stores...loved it!,2015-08-24
US,14268099,R30GDA183C1X6V,B00XASSHE0,637981097,Darrell Lea Soft Eating Liquorice 7oz Bags Variety Pack (Pack of 6),Grocery,5,0,0,N,Y,Changed my mind.,Love this licorice. Didn't like black licorice until I tried Darrell Lea.,2015-08-21
US,29301073,R3KBOQJ287U9CK,B00C786QRO,332079867,"Trader Joe's Organic Peanut Butter Crunchy and Unsalted, 1lb",Grocery,5,0,0,N,Y,Five Stars,Best peanut butter ever. But super over price.,2015-08-18
US,6803288,R2U2L98KFNBIZ,B005JEVZU6,723082432,"Snyder's of Hanover Gluten Free Pretzels Multipack, 100 Calorie, 7.2 Ounce",Grocery,5,2,2,N,Y,Amazing GF pretzels,Amazing taste.  I swear they are better that non gluten free !  My grandson has celiac and cannot eat gluten. Whatever I give him I taste because if I don't like the taste I wouldn't give to him.,2015-08-18
US,31648445,R3RMJOQK1GB8ZP,B001OVYYLU,85300944,A 5+ Year Old Juniper Bonsai Tree in Japanese Setku Bowl,Grocery,5,0,0,N,Y,Juniper Bonsai,It's a beautiful bonsai and looks nice in my office and I love it!,2015-08-22
US,18713597,R259RQ53EGFE8B,B000F0AUGO,414729469,Tone's Spices Restaurant Black Pepper (18 oz),Grocery,5,0,0,N,Y,Great value,"My third purchase.  Always fresh, and a great value!",2015-08-24
US,135333,RSQYIU3AV07DJ,B00CK1LQ5U,263985940,Rudy's Rub 12oz Container (Pack of 3) (Original),Grocery,5,0,0,N,Y,It's the Best!,Recommended by my brother and it did not disappoint.  It's the best!,2015-08-28
US,52452659,R3G2XIWK7GTUKR,B00LWUP3QI,959066090,"Boost Ready To Drink Plus, 8 Ounce Bottle (Pack of 24)",Grocery,5,0,0,N,Y,She loves Chocolate.,Purchased for my elderly mother.  She loves it. She doesn't eat well and at least I know she is getting some nutrition.,2015-08-26
US,13899456,R2OTRI81M1BG7C,B00EFANE40,45828573,"Better Oats Revolution Strawberry And Cream, 12.3 oz (348 g ) NET Wt.,  10 CT Pouches",Grocery,5,0,1,N,Y,Good oatmeal,Love it!  would prefer it with Quinoa but still a great product.  Worth a try.,2015-08-23
US,2581546,R2ZB6WX36T1SBN,B011ZTF7KW,950953561,"Baetea Sleep Chamomile Tea: Reduce Stress & Promote Sleep, 30 Servings, with Potent Traditional Organic Herbs, Ultimate Way to Relax The Mind and Body",Grocery,5,0,0,N,N,THIS TEA HELPS ME FALL ASLEEP AT NIGHT. CALMS ...,THIS TEA HELPS ME FALL ASLEEP AT NIGHT. CALMS ME DOWN AND DOESN'T LEAVE ME FEELING HEAVY AND GROGGY. I RECEIVED THIS PRODUCT AT A DISCOUNTED RATE IN EXCHANGE FOR MY HONEST REVIEW.,2015-08-27
US,47997227,RTBCFPLR9MXD0,B006CNTR6W,109904122,Death Wish Whole Bean Coffee - Fair Trade and USDA Certified Organic,Grocery,5,0,0,N,Y,Strong coffee lovers this is the one!!,Bought it for my boyfriend and he loves it! If you like strong coffee it's definitely worth it!,2015-08-21
US,32875838,RFF1P6KVAAL57,B00VKD9SFO,561740546,"Crazy Cups Flavored Decaf Coffee, for the Keurig K Cups 2.0 Brewers, Pumpkin Vanilla Creme,10.1 oz, 22 Count",Grocery,5,3,3,N,Y,This is the best flavored decaf coffee I've ever had,"This is the best flavored decaf coffee I've ever had!  The other crazy cups are good too,  but this seriously is the best.",2015-08-31
US,13140000,R3P0S4I2L28TH0,B00BOVKBYE,892133343,Hela Curry Gewurz Hot Ketchup -Pack of 2 X 400 ml Ea.,Grocery,3,0,1,N,Y,that was a disappointment mostly just a refrigerator filler now as I look ...,not hot at all. that was a disappointment mostly just a refrigerator filler now as I look for something better or better yet make my own.,2015-08-31
US,15156723,R3MDQB7PDNN005,B00INC8XAQ,627933403,"MORNING JO: Eco-Friendly Single Serve Cups for Keurig K-Cup Type Brewers, Medium Roast, No Additives, Certified Organic Breakfast Blend Coffee, Gourmet Coffee from the Jo Coffee Collection",Grocery,5,0,0,N,Y,One of the best in the market,This is by far one of the best k-cup coffees on the market. It was never watered down tasting and always full of flavor.,2015-08-22
US,23546402,R2WXT432ZPZJT8,B0057ISDW2,954901465,Harry Potter Bertie Bottes Every Flavour Jelly Beans,Grocery,5,0,0,N,Y,Great merchandise,Seller is terrific!  These things are great.,2015-08-23
US,53029106,R2ONKFB6447DJF,B00K0TNIHS,946587809,"Master of Mixes Loaded Bloody Mary Cocktail Mix, 59.2 Fluid Ounce -- 6 per case.",Grocery,5,1,1,N,N,Fantastic Mix - truly loaded,"I'm a big fan of a good bloody mary, and have tried many combinations.  The label says &#34;loaded&#34; it means *loaded*.  It's thick, wonderful, and full of flavor.  Drink it straight or with vodka.",2015-08-23
US,45800017,RFW2KBGJKXZEK,B00WSEH4NC,818740772,Aldecoa K-Cup Coffee,Grocery,5,7,7,N,N,Finally! Coffee Shop taste from a K-Cup,"I've always had my reservations about K-Cups. They seldom taste as good as bagged, ground coffee but I have finally found my go-to Keurig coffee. The taste lives up to the &#34;intense&#34; title, with a rich, strong flavor that it fantastic in the morning. I look forward to seeing what else they have to offer.",2015-08-25
US,34598194,R1VF7U2VLFB8VR,B00NG6PWPS,105564519,"Crazy Cups Chocolate Lovers'/Flavored Coffee Single Serve Cups Variety Pack Sampler, 24 count",Grocery,4,1,1,N,Y,Chocolate Flavored Coffee,"Talk about operator error.  I love hot chocolate, not the biggest fan of coffee.  So I searched for Hot Chocolate K-cups, and this product popped up.  I didn't look closely enough at the image of the product to realize they're all flavored coffee cups, NOT hot chocolate.  My bad.  Instead of returning it, I'll put it to good use in the office.  Now I know to look more closely at the small print.",2015-08-18
US,40564020,R17LYQSWMQXHR2,B005ECLIUA,964439113,"True Lime Bulk Dispenser Pack, 100 Count (2.82oz)",Grocery,5,5,7,N,Y,Excellent in Water - 1 Packet to 16oz of Water Works For Me!,"I usually have a hard time drinking water because I prefer either Sweet Tea, Cokes, or even Lemonade (with sugar!).I have also tried all the Crystal Delight water additives, etc...  I have even tried numerous so called &#34;Lime&#34; water and they are always &#34;carbonated water&#34; which to me tastes like a fountain drink where the syrup has run out. So, I happened to run across this product and figured I would risk $10 to try it. First, I am using 1 packet to a 16 ounce bottle of water (Nestle Pure Life aka the Cheap Stuff). While the Lime is not very strong using 1 packet, there is enough taste that I actually enjoy the water. I have gone from drinking almost no water a day to 4-5 bottles a day. Yes, I still indulge in soft drinks and sweet tea occasionally, but I figure every time I use my water instead is a small victory and better for my health. It's only been about a week, but so far I am really loving this product.",2015-08-19
US,40052479,R1R33YZHX0SNGC,B00O9MT12S,197767769,"VEGAN LIQUID NIGHTTIME MULTIMINERAL by MARYRUTH (Coconut) Highest Purity Natural Ingredients, Vitamins, Minerals, Magnesium & MSM builds tissue while providing for a deeper sleep. Never Sugar Added!",Grocery,5,0,0,N,Y,Five Stars,Great taste - we are new to the product but my husband and I are enjoying it!,2015-08-24
US,46504206,R1V39CMDPZY3DG,B00J5PPBQE,933091788,Dang Coconut Chips 3.17 Ounce Variety Pack - 1 Bag of Original Toasted and 1 Bag of Caramel Sea Salt,Grocery,5,0,0,N,Y,Five Stars,These are some of the best coconut chips I haver eaten.,2015-08-27
US,18075467,R25UKOTT080SK0,B0001M0Z6Q,713704815,"Spicy World Peppercorn (Whole)-Black Tellicherry, 16 Oz. bag",Grocery,5,0,0,N,Y,Good Value!,This is a huge bag of excellent peppercorns.,2015-08-24
US,20852026,R2THTZW8Y08MQ,B003OP550S,381411942,"Broadway Basketeers Thinking of You Gift Tower with an Assortment of Gourmet Chocolate, Snacks, Sweets, Cookies and Nuts",Grocery,5,3,3,N,Y,Five Stars,Great product!  Arrived on time,2015-08-31
US,15861742,R2REHANTEX1UFZ,B001RUKU8Y,701574961,Sugar Free Dark Chocolate Covered Almonds,Grocery,5,0,0,N,Y,Very delicious. I can not tell different between this ...,Very delicious.  I can not tell different between this sugar free chocolate and regular sugar chocolate.  Will buy again.,2015-08-23
US,369442,RFJWWHW005Y0V,B00JSVKHI2,544847163,Love Grown Foods Power O's Cereal,Grocery,5,2,2,N,Y,Having Fun Mixing The Flavors!,"Power O cereals are a delicious way to start the day. I love all the flavors and find that they are equally delicious when you mix one flavor with another. If you find the original too bland for your taste.....then try 1/2 cup of the Honey flavored with a 1/2 cup of the Original. Or 1/2 cup of the Strawberry with another half cup of the Original. I've tried Strawberry and Chocolate together also. They stay crunchy in milk, and knowing that they are healthy and filled with all the good nutrients from lentils, chick peas and navy beans is a plus. In my opinion....they taste delicious, and the fact that they are made from beans, and don't really have an overwhelming bean flavor, makes them worthwhile. Everyone's taste buds are different.....but give them a try, and have fun mixing the flavors!",2015-08-30
US,50328030,R2YK0R4BNKP0OA,B00A66U7T2,997562605,"Amoretti Premium Syrup, Espresso Coffee, 25.4 Ounce",Grocery,5,1,1,N,Y,Great Flavor Once Again !,"Love this flavor for my coffee !! It's not really sweet but adds an additional great coffee taste. I love this company and find their products superior, nicely packaged and they include the pump. A lot of people I know drink coffee and this would make a really nice gift as the box is nicely designed too. I've been using their products for awhile now. Lasts me a long time and looks good sitting out on my small counter, since I have a limited kitchen counter space. I adore coffee anything.",2015-08-25
US,15275852,R3Q368MREDMQ0M,B002X8KYFS,665418045,"Hankook Tea Tisane, Persimmon Leaf, 32 Count",Grocery,5,2,2,N,Y,I love tea! This product has its own unique taste,"I love tea! This product has its own unique taste. It will probably have to become an acquired taste for some. I need to drink it more! I will purchase again, and I would recommend it.",2015-08-19
US,13218092,R3GB2ME2MXZBEM,B00250UKUS,724326526,"Brookfarm Natural Macadamia Nut Oil , 8.5-Ounce Bottles (Pack of 3)",Grocery,5,0,0,N,N,The Perfect Oil,"Love this all purpose oil! Salad dressing, dipping and frying! As a cookbook author, I'm always looking for the perfect oil and I think I've found it!",2015-08-20
US,15785811,R2ONYX4DIZZZNS,B00J074W7Q,2499702,"Orgain Organic Plant Based Protein Powder, Packaging May Vary",Grocery,4,0,0,N,Y,Protein punch without the sugar!,"I'm a huge fan of Orgain protein since it's plant based, organic, Non GMO and has no added sugar.  It's crazy how much sugar is in so many of the protein products out there!  I have to be honest and say I like the chocolate better than the vanilla, but have been happy with both products.  And their customer service team is awesome too!  The one time I had an issue with a container of the protein powder they fixed it immediately.  I will be buying this product for a long time!",2015-08-21
US,47525731,R1DNBGSUNHBX0W,B00AQID70G,64466366,"Whole Spice Spearmint Leaves Jar, 0.5 Ounce",Grocery,1,0,0,N,Y,NEVER AGAIN,WHERE'S THE MINT?  NO FLAVOR WHAT SO EVER!!,2015-08-25
US,33673882,RDM914WO0FGI1,B00GHPC47O,33592999,Quaker Chewy Granola Bars,Grocery,5,0,0,N,Y,Good value compared to the store!,Good value compared to the store without using copious coupons and hunting.  Also I prefer this variety pack.,2015-08-19
US,17162238,RP0FHYHZJKDRX,B00OX0SB90,824053383,Chimes Ginger Chews 1.5 Oz. - Pack of 3 (Mango),Grocery,5,0,0,N,N,mango is my fave!!!,"These are so good! Chimes mango is my absolute favorite (peanut butter is the only one I haven't tried yet).  I but these in the 5oz bag at Marshalls for $3.  The taste is amazing! They are chewy and full of mango flavor! If you are looking for the ginger flavor, it's pretty much an afterthought.  The mango is almost all you taste, until you swallow and feel the slight heat of ginger.  I could only love them more if they were organic, but the ingredients are pretty simple:  cane sugar, ginger, tapioca starch, natural mango flavor.  They are manufactured in a facility that processes peanuts.",2015-08-24
US,52081023,RXKNIFFJ807ZL,B00J074W7Q,2499702,"Orgain Organic Plant Based Protein Powder, Packaging May Vary",Grocery,5,1,1,N,Y,Love that I can have organic protein,I add a scoop of this in all of my smoothies. Great way to add protein!,2015-08-30
US,22815043,R5AP42F9SHYXB,B0009F3PP8,858287466,"Traditional Medicinals Organic Herbal Power, 17.6 Ounce (Pack of 6)",Grocery,5,4,4,N,Y,I was only in labor for 4 (very intense and painful but super effective) hours and had Baby in one ...,I started drinking the tea at 34 weeks into my pregnancy upping the amount every couple of weeks. Once in labor I made a strong brew. I was only in labor for 4 (very intense and painful but super effective) hours and had Baby in one push. My fundus returned almost back to normal before leaving the hospital despite being my 3rd baby. I highly recommend raspberry leaf tea.,2015-08-22
US,44018222,R1K2K6B1PEUH1E,B000HJRGQU,981779409,"RiceSelect Rice, 32 Ounce (Pack of 4)",Grocery,3,0,0,N,Y,I received Jasmine and Brown rice. Not what I ordered. :(,"I received jasmine, texamati, light brown rice and brown rice. Not what I ordered according to the description and the photo. :(  I would have liked the couscous and the others pictured. I decided to keep these because my family loves rice and we like this brand. Too much work to mail back.",2015-08-20
US,46912983,RSBJCOE1M0N6S,B001SANZZI,97103593,"Bulk Raw Macadamia Nuts, 5-Pound 5 lbs.",Grocery,2,0,0,N,Y,Two Stars,"I guess I'm spoiled by other macs I've been buying, but I didn't care for these.",2015-08-27
US,13823374,R2JA9HFZWWWROP,B00MV5Q8QM,38201997,100% naturally infused Butter Olive Oil 750ml (25oz),Grocery,5,1,1,N,Y,"I works well and taste good, too","I use this to saute with instead of butter. I works well and taste good, too.",2015-08-21
US,5127554,R2XJ9H4N1THJB0,B000Z92MRU,124212906,Arrowhead Mills Organic Flax Seeds -- 16 oz,Grocery,5,0,0,N,Y,I grind this up in a blender for a good fiber source,I grind this up in a blender for a good fiber source. The meds I take for back pain maked my system sooooooo ground fall seeds helps out a bunch.  Only wish I Arrowhead Mills sold the golden flaxseed,2015-08-22
US,50798063,R3FIWS7UDJ0KSP,B0014C5OB8,957463607,"Jolly Rancher Twist - Apple, 160 count",Grocery,5,0,0,N,Y,Yummmmm!,Who doesn't love Green Apple Jolly Ranchers!!!,2015-08-23
US,142226,RZ9QDC1KQCSNW,B00L3MPBA8,55992240,Armour Potted Meat,Grocery,2,0,0,N,Y,Fairly good,It was good just thought it would b better,2015-08-24
US,38972827,R1K9E0ZGES5VCY,B007XIMA32,592497827,Total Tea Gentle Detox Tea | Herbal Tea Supplement with Echinacea,Grocery,5,0,0,N,Y,Five Stars,Definitely works! Will be buying more!,2015-08-22
US,38069733,R1PAONQCLZCOBS,B00DS842HS,552852355,"Viva Naturals Organic Extra Virgin Coconut Oil, 16 Ounce",Grocery,5,0,0,N,Y,This stuff is great for ALL KINDS of uses,"This stuff is great for ALL KINDS of uses.. Just google the uses for it, it's a huge list.. And we use it for a lot of things.. Couldn't be happier with our purchase of the coconut oil!!!!",2015-08-24
US,51052113,R272T0T842807W,B00MLEL610,795410183,"Krispy Kreme Doughnuts Smooth Keurig 2.0 K-Cup Pack, 24 Count",Grocery,5,0,0,N,Y,I love this coffee,I really like this coffee and I would like it better if I could get a Krispy Kreme donut to go with it. There's none in our area town and I would have to drive straight through Columbus to find one. Bummer. However it may be a good thing that's the Krispy Kreme donut shop is far away or I would be like the Michelin man. :-) my husband also likes this coffee and he brings it to me in bed and has ever since we met;  23 years ago. I am in no way spoiled. :-) :-) :-),2015-08-31
US,44970851,R1SVPJLM3KW08G,B00K2815FO,872990340,Sweetie Pie Organics Fruits & Veggies Snack for Toddler & Baby,Grocery,1,0,1,N,Y,Very small amount in each bag.,There was such a small amount and my one year old won't get them.,2015-08-23
US,50563802,R3F9YXSEGVJAM2,B00F5OWBJO,784387434,"Mott's Applesauce, 4 Ounce Cups (Pack of 72)",Grocery,2,1,2,N,Y,Too sweet,Bought for my elderly father.  He takes his medications in applesauce.  He does not like this variety.  Says it is &#34;too sweet.&#34;  Consistency is also a bit watery.,2015-08-22
US,45224458,R2V6P1LV3OS9UD,B00CMQDO76,313799790,"Thick-It Puree Food, Beef Stew, 15 Ounce",Grocery,4,0,0,N,Y,It was good and fulfilling,I have to eat purred foods. I can't hardly taste anything. It was good and fulfilling.,2015-08-18
US,11119633,RG3H81BS2VVWR,B004NPFX2S,993831450,Larabar Minis Fruit and Nut Bars,Grocery,5,0,0,N,Y,All three flavors are tasty and the smaller size makes them a great snack. Larabar is the ONLY 100% no-sugar-added,"YUM! All three flavors are tasty and the smaller size makes them a great snack. Larabar is the ONLY 100% no-sugar-added, no-sweetener-added snack bar I have found. I have tried 6 flavors so far and love them all.",2015-08-19
US,20510420,R51V71F3DZAE9,B00V84PTIK,815828853,"Lipton Sparkling Iced Tea, 12 Count",Grocery,5,0,0,N,Y,Fantastic.,Sweet but not too sweet. Has about half the sugar of soda like cola but is by far sweet enough and more interesting for a discerning palate. I was addicted. Finished the 12 pack in 48 hours.,2015-08-29
US,11518461,R1NJ8F5U1YHYWT,B00F9WVSPA,250382030,"Yuban Traditional Decaf Ground Coffee, Medium Roast, 12 Ounce Canister",Grocery,5,1,1,N,Y,... drinking Yuban for years and the decaffeinated does not disappoint. It is not advertised like other coffee but ...,I've been drinking Yuban for years and the decaffeinated does not disappoint.  It is not advertised like other coffee but is about as fine a non-specialty coffee as you will find.,2015-08-19
US,45743963,R3AJ0JD93C5U1H,B00WSCAVGQ,847813496,Gerber Graduates Lil' Pastas with Hidden Veggies - Cheese & Carrot Vegetable Ravioli - 4.5 oz,Grocery,1,2,3,N,Y,OMG Don't do it!!,"I apparently wasn't paying attention as I was buying my toddler food. All other flavors come in 6-packs for this price, so I must have assumed... Imagine my surprise when I received ONE package for $11-something. I certainly hope it works some miracle or makes me coffee in the morning or something. Jeesh",2015-08-18
US,2348622,RMYQQXWU64ADQ,B00VSHQKB2,194290120,"IdealShake, Meal Replacement Shake, w/ Hunger Blocker",Grocery,5,0,1,N,N,Five Stars,Fast shipping. Quality product. I am looking forward to ordering another flavor soon.,2015-08-29
US,1198881,R3ASSPMBU4UZXV,B009PARMMA,338444197,Matcha DNA Certified Organic Matcha Green Tea,Grocery,5,0,0,N,N,I love green tea soooo much and this one is great！I ...,"I receive a discount price to exchange my real review. I love green tea soooo much and this one is great！I use it to bake cookies and cakes, the flavor is perfact. Higly recomended!",2015-08-26
US,51834701,R296FQSRV4D4UX,B003L4BQ7S,149434989,"Cafe Britt Costa Rica Organic Shade Grown Ground Coffee, 12-Ounce Bags (Pack of 2)",Grocery,5,1,1,N,Y,Five Stars,"Delicious, smooth, bitter free coffee.",2015-08-31
US,13024297,R229DOWSHZUEB9,B0002PHEZC,996136504,Premium Madagascar Vanilla Beans - 7 beans JR Mushrooms brand,Grocery,5,0,0,N,Y,Five Stars,"They are all in a bottle of vodka , making Vanilla flavoring .",2015-08-27
US,28472034,RKNYDI4CYFPYZ,B001DDBL1U,307408431,"Mantova Golden Italian Extra Virgin Olive Oil, 8.5-Ounce Bottles (Pack of 3)",Grocery,5,0,0,N,Y,Nice size for tabletop.,"We use these smaller sized bottles for our dining table.  Lately, we know many college bound young adults and often give a microwave popcorn popper as a gift with organic popcorn, flavored salt, and one of these smaller bottles of olive oil.",2015-08-24
US,52073822,R3ONQG519ST1VY,B009GX9TSG,210891709,Mario Camacho Foods Seasoned Green Olives,Grocery,4,0,0,N,Y,Love 'em,Great snack and very convenient to throw in a lunch bag or a pocket - Wish I could get a variety pack of different flavors,2015-08-29
